Reported Date,Total Energy Supplied,Location Coordinates
"June 10, 2018",1,"43.636944067172, 13.376117586816"
"June 10, 2018",2,"16.996690000000, 8.008341000000"
"June 10, 2018",1,"15.355787000000, 5.208990000000"
"June 10, 2018",1,"16.984541000000, 7.966631000000"
"June 10, 2018",1,"22.042367000000, 11.755083000000"
"June 09, 2018",1,"36.547858143790, 36.582863456053"
"June 09, 2018",2,"33.905101905813, 12.734836639634"
"June 09, 2018",1,"26.223534361930, -98.449756576721"
"June 09, 2018",1,"12.529500000000, -6.251212000000"
"June 09, 2018",2,"25.418981000000, 13.746677000000"
"June 09, 2018",1,"16.949076000000, 7.966974000000"
"June 09, 2018",1,"4.168021000000, 42.059173000000"
"June 08, 2018",1,"33.442744459548, 13.295225531250"
"June 08, 2018",5,"40.987902530830, 24.600320223633"
"June 08, 2018",1,"26.581332200000, -98.145717100000"
"June 08, 2018",1,"26.224776558085, -98.444569538623"
"June 08, 2018",1,"13.839598000000, 8.983237000000"
"June 07, 2018",1,"28.628036100000, -100.158954100000"
"June 07, 2018",1,"26.104497350372, -98.417371418359"
"June 07, 2018",1,"32.291826600000, -111.360278900000"
"June 07, 2018",3,"12.639167000000, -8.002778000000"
"June 06, 2018",62,"13.294063151582, 48.550706339955"
"June 06, 2018",1,"25.542098572484, -100.952663307440"
"June 06, 2018",1,"45.496406579411, 12.227994364648"
"June 06, 2018",1,"36.517377716660, 36.567004039453"
"June 06, 2018",1,"31.856897500000, -112.741690000000"
"June 05, 2018",1,"32.671516676684, -115.519029753590"
"June 05, 2018",3,"12.669425000000, -7.909603000000"
"June 04, 2018",1,"17.542862530558, -91.990255964557"
"June 04, 2018",1,"27.188720000000, -98.172621000000"
"June 04, 2018",1,"25.920275789511, -97.516709874219"
"June 04, 2018",1,"26.191263421922, -98.358252184375"
"June 04, 2018",1,"32.224961900000, -111.706512600000"
"June 04, 2018",2,"27.129730000000, 14.468660000000"
"June 03, 2018",10,"36.159498189650, 29.870973380859"
"June 03, 2018",1,"45.460205800000, 15.345347900000"
"June 03, 2018",1,"32.534237188302, -117.123799419950"
"June 03, 2018",1,"36.641705615056, 5.245392575671"
"June 03, 2018",2,"24.512845000000, 12.670704000000"
"June 03, 2018",2,"16.929042000000, 7.953071000000"
"June 03, 2018",2,"16.941194000000, 7.964399000000"
"June 02, 2018",112,"34.874223027787, 11.536226212500"
"June 02, 2018",1,"35.698609483239, -4.792843715625"
"June 02, 2018",2,"35.795396210661, -5.834297622754"
"June 02, 2018",1,"16.385363081542, -95.129236399219"
"June 02, 2018",1,"32.708594035023, -115.516028609260"
"June 02, 2018",1,"22.263195000000, 23.411013000000"
"June 02, 2018",2,"21.943709000000, 27.672666000000"
"June 02, 2018",1,"13.794627000000, 8.989361000000"
"June 01, 2018",1,"26.243405100000, -98.561688500000"
"June 01, 2018",2,"45.634664750091, 15.346318921853"
"June 01, 2018",1,"13.805278000000, 8.988333000000"
"May 31, 2018",1,"26.223264873057, -98.449928238098"
"May 31, 2018",1,"29.543033836743, -102.914394146680"
"May 31, 2018",1,"31.723048000000, 14.025968000000"
"May 31, 2018",1,"9.599192000000, 43.343533000000"
"May 30, 2018",1,"13.966799000000, 35.440559000000"
"May 30, 2018",2,"20.610678000000, 27.916851000000"
"May 30, 2018",1,"21.943709000000, 27.672666000000"
"May 29, 2018",2,"35.974321453972, -5.631915520313"
"May 29, 2018",1,"31.650171900000, -111.989676600000"
"May 29, 2018",1,"31.977172300000, -111.275046800000"
"May 29, 2018",5,"9.162732000000, 39.016822000000"
"May 29, 2018",2,"21.143170000000, 23.823002000000"
"May 28, 2018",2,"41.326211684825, 26.567142067708"
"May 28, 2018",1,"19.635357000000, 27.103538000000"
"May 28, 2018",2,"19.635357000000, 27.103538000000"
"May 28, 2018",2,"18.074280000000, 34.434549000000"
"May 28, 2018",1,"13.574530000000, -2.413660000000"
"May 27, 2018",1,"35.988829257152, 36.323174184375"
"May 27, 2018",1,"26.375668161573, -109.010262694780"
"May 27, 2018",1,"12.357222000000, -1.535278000000"
"May 26, 2018",1,"34.310004799433, 13.902308756250"
"May 26, 2018",1,"26.095201713489, -98.272057286647"
"May 26, 2018",1,"35.254030354063, -2.958482647852"
"May 26, 2018",1,"18.441354312778, -96.356776331769"
"May 26, 2018",2,"19.871463863634, 8.294152187500"
"May 26, 2018",1,"36.003290544157, 36.378105825000"
"May 26, 2018",1,"20.610678000000, 27.916851000000"
"May 25, 2018",1,"45.074303924026, 6.656322815225"
"May 25, 2018",5,"33.832333519831, 13.674736737500"
"May 25, 2018",1,"32.033764900000, -112.913721700000"
"May 25, 2018",1,"41.323997508690, 26.591170982259"
"May 25, 2018",1,"20.610678000000, 27.916851000000"
"May 24, 2018",18,"34.522568371876, -6.495380873535"
"May 24, 2018",2,"27.477019753632, -99.481245090707"
"May 24, 2018",2,"32.784352000000, 12.482521000000"
"May 24, 2018",1,"19.635357000000, 27.103538000000"
"May 23, 2018",1,"27.362664159925, -99.491800304321"
"May 23, 2018",15,"31.797583100000, 14.053676000000"
"May 23, 2018",1,"27.157295900000, -98.066475600000"
"May 23, 2018",1,"26.874706501241, -97.828348448438"
"May 23, 2018",1,"22.603239000000, 23.030112000000"
"May 22, 2018",1,"41.306921000000, 26.823232900000"
"May 22, 2018",1,"17.315722565722, -96.924536673633"
"May 22, 2018",1,"29.932036000000, 18.676180000000"
"May 22, 2018",1,"16.975204000000, 7.965108000000"
"May 21, 2018",1,"45.646072730881, 15.343396132324"
"May 21, 2018",1,"30.695368850719, -104.876604489060"
"May 21, 2018",1,"31.578054600000, -110.122208600000"
"May 21, 2018",1,"18.454354000000, 1.409992000000"
"May 20, 2018",1,"45.059379986472, 15.745713395740"
"May 20, 2018",2,"18.454354000000, 1.409992000000"
"May 20, 2018",1,"12.113056000000, 15.049167000000"
"May 19, 2018",1,"28.442262170862, -100.030898785940"
"May 19, 2018",7,"-8.962610158582, 28.792533329297"
"May 19, 2018",2,"24.251990000000, 13.216056000000"
"May 19, 2018",1,"22.997099000000, 22.518561000000"
"May 19, 2018",3,"21.943709000000, 27.672666000000"
"May 18, 2018",1,"44.937166942526, 6.710634687744"
"May 18, 2018",1,"28.583810000000, 77.247466000000"
"May 18, 2018",1,"12.000000000000, 8.516667000000"
"May 18, 2018",1,"19.329287000000, 26.432270000000"
"May 17, 2018",1,"50.488407374992, 3.976906142944"
"May 17, 2018",1,"31.526841700000, -111.642396600000"
"May 17, 2018",1,"45.255178603983, 15.412544926580"
"May 17, 2018",1,"31.723048000000, 14.025968000000"
"May 17, 2018",1,"21.143170000000, 23.823002000000"
"May 17, 2018",2,"31.723048000000, 14.025968000000"
"May 17, 2018",1,"31.723048000000, 14.025968000000"
"May 17, 2018",2,"3.536064000000, 39.065407000000"
"May 17, 2018",1,"14.446820000000, -11.437940000000"
"May 16, 2018",1,"32.033764900000, -112.913721700000"
"May 16, 2018",1,"27.046967400000, -98.250055400000"
"May 16, 2018",2,"25.316030000000, 13.954381000000"
"May 16, 2018",1,"27.100393000000, 14.356101000000"
"May 16, 2018",1,"26.972353315627, -97.820144957206"
"May 15, 2018",1,"30.719405324177, -112.156704721700"
"May 15, 2018",1,"16.991703000000, 7.972626000000"
"May 15, 2018",3,"14.714414000000, 8.819953000000"
"May 15, 2018",2,"9.573928000000, 41.845284000000"
"May 15, 2018",1,"7.296123000000, 38.354746000000"
"May 14, 2018",7,"39.458858375437, 26.058644190430"
"May 14, 2018",1,"40.902014621180, 26.252632625638"
"May 13, 2018",9,"35.473177364902, 34.293756766172"
"May 13, 2018",1,"25.887315677911, -97.511938065082"
"May 13, 2018",1,"31.968432000000, -112.080649500000"
"May 13, 2018",1,"36.001287936694, 36.370466152734"
"May 13, 2018",2,"14.709765000000, 8.814117000000"
"May 12, 2018",1,"32.672917004916, 14.273392064062"
"May 12, 2018",1,"27.487073581809, -99.480178888367"
"May 12, 2018",1,"11.275784000000, 49.121736000000"
"May 11, 2018",1,"29.199673200000, -100.749701500000"
"May 11, 2018",1,"25.843919501435, -97.371762333435"
"May 11, 2018",1,"27.254240500000, -98.365479300000"
"May 11, 2018",1,"10.391039000000, 98.776573000000"
"May 11, 2018",3,"14.712754000000, 8.815833000000"
"May 10, 2018",1,"27.225101500000, -98.399800900000"
"May 10, 2018",1,"26.902877339052, -97.847574522656"
"May 10, 2018",1,"35.274229822551, -2.984685136279"
"May 10, 2018",2,"27.073495000000, 14.419244000000"
"May 10, 2018",2,"11.275784000000, 49.121736000000"
"May 09, 2018",1,"44.839670353177, 6.580775142822"
"May 09, 2018",1,"31.923968200000, -112.150236600000"
"May 09, 2018",2,"21.943709000000, 27.672666000000"
"May 08, 2018",1,"32.302284200000, -113.008334800000"
"May 08, 2018",2,"35.996329319205, 36.366776174121"
"May 08, 2018",2,"21.442843000000, 23.625897000000"
"May 08, 2018",1,"23.961156000000, 13.753383000000"
"May 08, 2018",2,"24.322071000000, 12.962891000000"
"May 07, 2018",1,"18.000235239759, -94.555618920901"
"May 07, 2018",1,"31.700734400000, -111.703308700000"
"May 07, 2018",1,"16.975204000000, 7.965108000000"
"May 07, 2018",1,"26.984183830293, -97.721268004081"
"May 06, 2018",4,"34.169328211340, 13.411064862500"
"May 06, 2018",1,"31.946528500000, -111.743578900000"
"May 06, 2018",2,"24.926600000000, 14.580960000000"
"May 06, 2018",1,"16.987148000000, 7.960963000000"
"May 06, 2018",1,"16.977625000000, 7.997695000000"
"May 05, 2018",13,"-12.129305140287, 44.383990507813"
"May 05, 2018",2,"10.486490000000, -5.652830000000"
"May 04, 2018",1,"38.229133692993, 21.720511611240"
"May 03, 2018",1,"26.183524454064, -98.407404245569"
"May 03, 2018",3,"-0.154338359569, 30.479184865637"
"May 03, 2018",1,"16.927236000000, 7.967146000000"
"May 02, 2018",1,"19.302800652808, -99.641785870639"
"May 02, 2018",1,"31.587663900000, -111.050471600000"
"May 02, 2018",1,"2.002215000000, 45.216762000000"
"May 01, 2018",1,"22.100909000000, 23.109588000000"
"May 01, 2018",2,"16.991047000000, 8.004144000000"
"May 01, 2018",1,"16.981853000000, 7.989044000000"
"May 01, 2018",1,"21.470962000000, 11.425523000000"
"May 01, 2018",2,"31.986596000000, 20.297225000000"
"April 30, 2018",1,"45.466267164047, 15.351576252453"
"April 30, 2018",2,"32.795033269536, 13.714950386230"
"April 30, 2018",1,"32.863131902941, 13.432646267578"
"April 30, 2018",6,"32.942476914595, 12.087154137109"
"April 30, 2018",1,"45.614675326374, 15.308079733899"
"April 30, 2018",1,"41.328630254137, 26.601127039589"
"April 30, 2018",1,"22.579989000000, 33.862362000000"
"April 29, 2018",19,"35.822895058362, -0.796902517969"
"April 29, 2018",1,"27.628417528052, -99.631310455078"
"April 29, 2018",1,"45.185660147651, 15.531330179712"
"April 29, 2018",1,"29.129900000000, 20.360782000000"
"April 29, 2018",1,"21.143170000000, 23.823002000000"
"April 29, 2018",1,"21.143171000000, 23.823002000000"
"April 29, 2018",3,"19.635357000000, 27.103538000000"
"April 28, 2018",2,"14.706776000000, 8.813774000000"
"April 28, 2018",1,"15.651555000000, 32.939470000000"
"April 27, 2018",1,"18.888888520572, -96.945923551312"
"April 26, 2018",1,"27.476211578865, -99.482285464557"
"April 26, 2018",2,"21.943709000000, 27.672666000000"
"April 26, 2018",2,"21.943709000000, 27.672666000000"
"April 25, 2018",17,"35.719565805417, -3.226601551172"
"April 25, 2018",47,"2.725285183307, 18.399992195313"
"April 25, 2018",1,"31.808500600000, -112.340284200000"
"April 25, 2018",1,"32.377021100000, -113.165430700000"
"April 25, 2018",1,"26.333743800000, -98.435956600000"
"April 25, 2018",2,"20.610678000000, 27.916851000000"
"April 25, 2018",1,"13.567446000000, 2.108762000000"
"April 24, 2018",1,"31.617620300000, -111.515235900000"
"April 24, 2018",1,"32.014058000000, -112.104406300000"
"April 24, 2018",4,"14.714414000000, 8.819953000000"
"April 24, 2018",1,"20.147227000000, 12.966097000000"
"April 23, 2018",1,"26.086911665359, -97.928374078418"
"April 23, 2018",1,"32.179197800000, -112.947334100000"
"April 23, 2018",1,"36.012715861839, 36.375359242969"
"April 23, 2018",1,"22.588654000000, 23.020746000000"
"April 23, 2018",1,"21.943709000000, 27.672666000000"
"April 23, 2018",1,"16.975204000000, 7.965108000000"
"April 22, 2018",11,"32.897924735444, 12.636084778651"
"April 22, 2018",1,"19.692379285142, -71.754706226025"
"April 22, 2018",1,"45.645918971705, 15.357401710780"
"April 22, 2018",1,"27.154171000000, 14.424734000000"
"April 22, 2018",2,"-9.964505000000, 33.883879000000"
"April 22, 2018",2,"19.635357000000, 27.103538000000"
"April 21, 2018",2,"35.865267422024, 36.183881628076"
"April 21, 2018",1,"21.348223000000, 11.820995000000"
"April 21, 2018",3,"-9.573108000000, 33.508217000000"
"April 20, 2018",1,"40.671586372048, 22.895495607568"
"April 20, 2018",2,"36.694321483987, 39.083077581592"
"April 20, 2018",2,"22.426263000000, 23.062790000000"
"April 20, 2018",1,"24.761797000000, 14.806678000000"
"April 19, 2018",6,"7.868527461165, -72.451714319238"
"April 19, 2018",2,"40.032688910096, 42.078239792969"
"April 19, 2018",1,"25.676187000000, 15.422625000000"
"April 19, 2018",2,"21.430060000000, 11.117934000000"
"April 19, 2018",2,"14.709765000000, 8.814117000000"
"April 19, 2018",1,"16.975204000000, 7.965108000000"
"April 18, 2018",1,"36.800271320442, 39.988049492969"
"April 18, 2018",1,"1.330274112957, 104.408058282210"
"April 18, 2018",1,"31.863651300000, -112.560465600000"
"April 18, 2018",1,"19.015384000000, 27.765691000000"
"April 17, 2018",1,"26.109429699864, -98.337050569532"
"April 17, 2018",1,"25.188917600000, -99.836302800000"
"April 17, 2018",1,"20.513414300000, -100.994831500000"
"April 17, 2018",1,"32.269819000000, -111.408511000000"
"April 17, 2018",1,"22.507482000000, 22.670333000000"
"April 16, 2018",1,"30.202127166707, -103.947151930660"
"April 16, 2018",1,"18.635835000000, 27.154409000000"
"April 15, 2018",1,"19.430334000000, 26.742051000000"
"April 15, 2018",2,"25.517657000000, 14.412339000000"
"April 15, 2018",1,"16.975204000000, 7.965108000000"
"April 14, 2018",1,"35.898592900000, -5.373166000000"
"April 14, 2018",1,"31.840856200000, -111.401036500000"
"April 14, 2018",2,"36.857585422532, 40.075596795215"
"April 14, 2018",2,"21.161361000000, 25.525491000000"
"April 14, 2018",1,"20.463043000000, 25.964746000000"
"April 14, 2018",1,"21.943709000000, 27.672666000000"
"April 14, 2018",2,"22.396611000000, 26.693147000000"
"April 13, 2018",1,"35.898558136159, -5.374453460327"
"April 13, 2018",1,"31.820716200000, -111.409160000000"
"April 13, 2018",1,"16.975204000000, 7.965108000000"
"April 12, 2018",2,"27.596676359375, -99.537031043872"
"April 12, 2018",1,"17.989456000000, -92.947506100000"
"April 12, 2018",2,"25.260917436273, 61.639988077148"
"April 12, 2018",1,"15.283990000000, -1.697890000000"
"April 11, 2018",1,"24.818469372615, -107.532717729640"
"April 11, 2018",3,"20.009484000000, 11.996181000000"
"April 11, 2018",4,"14.446820000000, -11.437940000000"
"April 10, 2018",1,"45.568179032295, 15.298477385449"
"April 10, 2018",1,"31.916318900000, -112.935779900000"
"April 10, 2018",1,"31.442121100000, -111.257139800000"
"April 10, 2018",1,"12.652021000000, -8.027912000000"
"April 10, 2018",1,"14.446820000000, -11.437940000000"
"April 09, 2018",36,"35.565324311662, -6.015228714063"
"April 09, 2018",7,"16.775182600000, 98.704075000000"
"April 09, 2018",1,"45.569440837456, 15.299164030957"
"April 09, 2018",1,"26.976823400000, -98.065300600000"
"April 09, 2018",2,"20.551440000000, 13.553540000000"
"April 09, 2018",2,"22.710323000000, 12.347526000000"
"April 08, 2018",4,"14.706984000000, 8.820615000000"
"April 08, 2018",2,"26.027170000000, -5.976602000000"
"April 08, 2018",1,"13.088480000000, -1.084960000000"
"April 07, 2018",3,"32.780888000000, 12.476661000000"
"April 07, 2018",3,"21.325198000000, 11.776809000000"
"April 07, 2018",6,"14.706984000000, 8.831601000000"
"April 07, 2018",1,"14.446820000000, -11.437940000000"
"April 06, 2018",1,"36.007378006886, -5.595094154956"
"April 06, 2018",1,"35.896119934234, -5.321322894751"
"April 06, 2018",10,"9.233987577929, 97.905275068750"
"April 06, 2018",1,"32.044614200000, -112.369388900000"
"April 06, 2018",1,"23.920992000000, 14.233764000000"
"April 06, 2018",1,"16.305456000000, -0.088230000000"
"April 05, 2018",6,"16.044509232393, -16.636998584766"
"April 05, 2018",1,"36.003232158569, 36.369436184473"
"April 05, 2018",1,"19.513198000000, 26.137377000000"
"April 04, 2018",1,"40.895695488420, 26.252389505493"
"April 03, 2018",1,"26.117150368913, -98.265632757178"
"April 03, 2018",1,"26.116887473702, -98.265781255325"
"April 02, 2018",1,"35.635369791472, -1.325146605078"
"April 02, 2018",1,"27.119257900000, -98.229129300000"
"April 01, 2018",11,"35.977554386570, -5.768318886719"
"April 01, 2018",1,"35.307342028997, -3.957839329297"
"April 01, 2018",1,"35.724826606545, -1.134878620654"
"April 01, 2018",1,"27.034872400000, -98.067233800000"
"April 01, 2018",1,"21.279137000000, 23.625065000000"
"April 01, 2018",2,"23.231251000000, 17.562751000000"
"April 01, 2018",2,"25.279471000000, 14.398986000000"
"March 31, 2018",1,"35.400122962293, -1.258784939648"
"March 31, 2018",1,"19.635357000000, 27.103538000000"
"March 31, 2018",1,"31.723048000000, 14.025968000000"
"March 31, 2018",2,"21.143170000000, 23.823002000000"
"March 30, 2018",20,"16.899101587435, 99.134089546094"
"March 30, 2018",17,"39.944335244415, 43.986297071289"
"March 30, 2018",2,"18.885804000000, 13.024653000000"
"March 30, 2018",1,"-0.310591000000, 42.396130000000"
"March 29, 2018",7,"35.961994206451, -5.382424111328"
"March 29, 2018",6,"-2.497341984525, 30.668877524512"
"March 29, 2018",1,"32.653601967644, -115.656353535580"
"March 29, 2018",1,"26.182987778393, -98.405593392773"
"March 29, 2018",2,"20.610678000000, 27.916851000000"
"March 28, 2018",1,"50.610968300000, 3.034904500000"
"March 28, 2018",1,"32.091909170874, -112.994825761720"
"March 28, 2018",1,"26.218109622769, -98.482653294165"
"March 28, 2018",2,"26.920845000000, 14.357962000000"
"March 28, 2018",2,"11.180320000000, -4.294660000000"
"March 27, 2018",1,"32.017756700000, -112.164876400000"
"March 27, 2018",1,"32.371764900000, -112.860693000000"
"March 27, 2018",1,"26.235224737159, -98.521416750354"
"March 27, 2018",1,"19.635357000000, 27.103538000000"
"March 27, 2018",1,"20.610678000000, 27.916851000000"
"March 27, 2018",4,"10.486490000000, -5.652830000000"
"March 26, 2018",1,"25.500611274885, -103.407768083350"
"March 26, 2018",5,"8.666783134338, -77.419983786369"
"March 26, 2018",1,"18.289917622304, -90.902274513245"
"March 26, 2018",2,"-8.798085000000, 40.785291000000"
"March 26, 2018",1,"16.975204000000, 7.965108000000"
"March 24, 2018",1,"32.624538900000, -115.452262300000"
"March 24, 2018",1,"45.036023300000, 7.674031500000"
"March 24, 2018",2,"40.857735248188, 25.886080446033"
"March 24, 2018",2,"24.322071000000, 13.740103000000"
"March 24, 2018",1,"20.610678000000, 27.916851000000"
"March 23, 2018",1,"31.914713900000, -111.965332300000"
"March 23, 2018",1,"21.693161000000, 23.974745000000"
"March 23, 2018",1,"19.635357000000, 27.103538000000"
"March 23, 2018",1,"31.986596000000, 20.297225000000"
"March 23, 2018",1,"13.306580000000, -4.892490000000"
"March 23, 2018",2,"12.669425000000, -7.909603000000"
"March 23, 2018",1,"10.486490000000, -5.652830000000"
"March 22, 2018",1,"26.122863641117, -98.325093293462"
"March 22, 2018",1,"37.503188000000, 44.796086000000"
"March 22, 2018",1,"26.999031000000, 14.424901000000"
"March 22, 2018",7,"32.788441000000, 12.489750000000"
"March 22, 2018",2,"20.833144000000, 11.236350000000"
"March 22, 2018",1,"16.975204000000, 7.965108000000"
"March 21, 2018",1,"32.163190400000, -112.998958600000"
"March 21, 2018",1,"32.300134900000, -111.573646100000"
"March 21, 2018",2,"21.943709000000, 27.672666000000"
"March 20, 2018",1,"32.908397062094, 13.256741284619"
"March 20, 2018",1,"27.064593600000, -98.144349100000"
"March 20, 2018",1,"38.277998000000, 21.764864000000"
"March 20, 2018",1,"16.975204000000, 7.965108000000"
"March 20, 2018",2,"14.351270000000, -3.608040000000"
"March 19, 2018",3,"22.237085694900, 120.955253840630"
"March 19, 2018",2,"33.315683000000, 59.991135000000"
"March 19, 2018",2,"27.684568000000, 62.705671000000"
"March 19, 2018",1,"22.904814000000, 87.914411000000"
"March 19, 2018",1,"23.311991000000, 18.010010000000"
"March 19, 2018",1,"13.436756000000, -6.242715000000"
"March 18, 2018",1,"36.619003063120, -6.364435634424"
"March 18, 2018",1,"28.775431163322, -100.532556052990"
"March 18, 2018",1,"23.800424000000, 18.143748000000"
"March 18, 2018",2,"13.574530000000, -2.413660000000"
"March 18, 2018",1,"14.063995000000, -3.080250000000"
"March 17, 2018",2,"41.152142427258, 24.887520168262"
"March 17, 2018",19,"37.462855742504, 27.010840066992"
"March 17, 2018",3,"14.811862000000, 100.448111700000"
"March 17, 2018",1,"24.224424000000, 13.972410000000"
"March 17, 2018",1,"11.315370000000, -5.665460000000"
"March 16, 2018",1,"29.062086400000, -13.774629600000"
"March 16, 2018",1,"22.223005000000, 22.799039000000"
"March 16, 2018",1,"22.019453000000, 22.623337000000"
"March 16, 2018",1,"16.975204000000, 7.965108000000"
"March 15, 2018",12,"35.519970536120, -2.645016567187"
"March 15, 2018",1,"21.675981808557, 92.603158813281"
"March 15, 2018",1,"27.221700100000, -97.789305900000"
"March 14, 2018",1,"19.701724140844, -99.175031290552"
"March 13, 2018",1,"26.216509546108, -98.455060823804"
"March 13, 2018",1,"31.339538600000, -110.978347600000"
"March 13, 2018",2,"28.538765009322, 62.028221468750"
"March 13, 2018",1,"26.073688357334, -98.133600069034"
"March 13, 2018",1,"24.921313000000, 13.970013000000"
"March 13, 2018",1,"28.955282000000, 24.995294000000"
"March 13, 2018",1,"14.625640000000, -7.985540000000"
"March 13, 2018",1,"13.306580000000, -4.892490000000"
"March 12, 2018",1,"40.730977330508, 26.054894299424"
"March 12, 2018",1,"14.904896358320, -92.305992621484"
"March 12, 2018",1,"36.839922534108, 14.765837528836"
"March 12, 2018",2,"24.764291000000, 13.182405000000"
"March 12, 2018",2,"24.081574000000, 13.267205000000"
"March 12, 2018",1,"21.943709000000, 27.672666000000"
"March 11, 2018",1,"28.535236599023, -100.405340716030"
"March 11, 2018",1,"31.788914152399, -106.591970136450"
"March 10, 2018",1,"27.153672900000, -98.317252900000"
"March 10, 2018",5,"11.315370000000, -5.665460000000"
"March 10, 2018",1,"12.669425000000, -7.909603000000"
"March 10, 2018",1,"9.952870200000, 98.608464100000"
"March 10, 2018",1,"16.866069400000, 96.195132000000"
"March 09, 2018",1,"31.279770105149, -111.726145071880"
"March 09, 2018",1,"25.234758000000, 14.752113000000"
"March 09, 2018",2,"14.446820000000, -11.437940000000"
"March 08, 2018",1,"36.626580524694, -6.383661708643"
"March 08, 2018",1,"32.004028600000, -112.734800400000"
"March 07, 2018",1,"26.068278883330, -98.208758386908"
"March 07, 2018",3,"21.943709000000, 27.672666000000"
"March 07, 2018",1,"14.529806000000, -4.196529000000"
"March 06, 2018",1,"41.661229137053, 26.494259727051"
"March 06, 2018",3,"11.315370000000, -5.665460000000"
"March 06, 2018",1,"26.839957161806, -97.858597105643"
"March 05, 2018",1,"17.806507581047, -93.404400065178"
"March 05, 2018",2,"20.231415000000, 12.843874000000"
"March 04, 2018",2,"21.878414000000, 31.612042000000"
"March 04, 2018",2,"12.669425000000, -7.909603000000"
"March 03, 2018",3,"35.915401186367, -5.380983631274"
"March 03, 2018",21,"33.442744459548, 12.570127875000"
"March 03, 2018",1,"40.730370782836, 26.040387704956"
"March 02, 2018",1,"-0.310591000000, 42.396130000000"
"March 01, 2018",1,"26.067803724998, -98.299096729639"
"March 01, 2018",1,"23.800424000000, 21.601520000000"
"March 01, 2018",1,"23.392682000000, 14.137156000000"
"March 01, 2018",2,"19.635357000000, 27.103538000000"
"March 01, 2018",3,"22.295935000000, 25.557740000000"
"March 01, 2018",2,"22.019453000000, 23.150443000000"
"February 28, 2018",1,"26.829161100000, -98.365447000000"
"February 28, 2018",1,"35.612071497907, -1.170012647266"
"February 28, 2018",1,"32.708410267190, -115.465232894480"
"February 28, 2018",1,"22.669779000000, 22.627121000000"
"February 28, 2018",1,"21.143170000000, 23.823002000000"
"February 28, 2018",2,"26.910418000000, 14.509939000000"
"February 27, 2018",6,"36.969142252002, 44.286495544141"
"February 27, 2018",3,"28.705677151245, -100.512335822510"
"February 27, 2018",1,"32.325149400000, -113.235480700000"
"February 27, 2018",1,"32.325149400000, -113.235480700000"
"February 27, 2018",1,"26.224381322896, -98.447739555542"
"February 26, 2018",1,"36.008245901966, -5.603763054492"
"February 26, 2018",2,"-2.148053400000, -79.884198400000"
"February 26, 2018",2,"24.102273000000, 32.985841000000"
"February 25, 2018",1,"36.150995800000, -5.337883400000"
"February 24, 2018",1,"21.366129000000, 23.633623000000"
"February 24, 2018",1,"26.950841000000, 14.457394000000"
"February 24, 2018",3,"-19.721815000000, 34.879524000000"
"February 23, 2018",1,"17.964245546089, -94.748625911914"
"February 23, 2018",1,"32.593383730267, -116.088980347270"
"February 23, 2018",1,"17.458664608521, -91.444448735596"
"February 23, 2018",2,"21.856401000000, 23.853251000000"
"February 23, 2018",1,"-3.445196000000, 36.633972000000"
"February 22, 2018",1,"2.500000000000, 42.329444000000"
"February 22, 2018",2,"13.574530000000, -2.413660000000"
"February 21, 2018",3,"16.337863554658, -95.228298143408"
"February 21, 2018",1,"12.583447082290, 44.170363431250"
"February 21, 2018",2,"35.406879065613, -1.395759438281"
"February 21, 2018",1,"26.268788000000, 24.688648000000"
"February 21, 2018",1,"26.936150000000, 14.347580000000"
"February 21, 2018",1,"13.966799000000, 35.440559000000"
"February 21, 2018",3,"19.635357000000, 27.103538000000"
"February 21, 2018",1,"14.207840000000, 1.452750000000"
"February 20, 2018",1,"31.890421800000, -110.581743500000"
"February 20, 2018",2,"19.635357000000, 27.103538000000"
"February 20, 2018",2,"12.486464000000, 1.513367000000"
"February 19, 2018",1,"32.719144626209, 14.171768528906"
"February 19, 2018",1,"25.797866394117, -100.329760675790"
"February 19, 2018",3,"23.679744000000, 12.696986000000"
"February 19, 2018",2,"19.635357000000, 27.103537000000"
"February 18, 2018",1,"28.333771526160, -100.305938239650"
"February 18, 2018",1,"20.043568653938, -99.239109589286"
"February 18, 2018",2,"35.595813364862, -1.186008961035"
"February 18, 2018",3,"30.562809092881, -103.972216242380"
"February 18, 2018",1,"24.921313000000, 14.145715000000"
"February 17, 2018",1,"36.654403900040, 0.924694723437"
"February 17, 2018",1,"32.081657400000, -112.751625500000"
"February 17, 2018",1,"32.059862000000, -111.396443400000"
"February 17, 2018",1,"25.477992000000, 13.882974000000"
"February 16, 2018",1,"35.646074121757, -1.075810897416"
"February 16, 2018",1,"27.223760838525, -97.804497931860"
"February 16, 2018",1,"32.796511748693, 12.733749617969"
"February 16, 2018",1,"32.906811782506, 13.184471844922"
"February 16, 2018",1,"13.306580000000, -4.892490000000"
"February 15, 2018",1,"26.923896600000, -98.019201800000"
"February 15, 2018",1,"35.579829252717, -1.163521320654"
"February 15, 2018",2,"35.717462497699, -0.893899331738"
"February 15, 2018",1,"27.126637600000, -98.186111100000"
"February 15, 2018",11,"32.940748164060, 12.081660973047"
"February 15, 2018",2,"19.635357000000, 27.103536000000"
"February 14, 2018",19,"31.614154277024, 14.674403539062"
"February 14, 2018",1,"29.802600059813, -101.576332853560"
"February 14, 2018",2,"35.494728544351, -1.244925426954"
"February 14, 2018",1,"27.073084200000, -97.976084400000"
